CustomerID,TotalRevenue,TotalInvoices,ReturnedItems,BoughtItems,AvgBasketSize,AvgSubtotal,AvgItemCost,RecentPurDate
12388.0,1120.45,2,0.0,539.0,269.5,560.225,2.078756957328386,2010-09-20 12:41:00
12389.0,1433.33,3,0.0,614.0,204.66666666666666,477.77666666666664,2.334413680781759,2010-11-02 11:52:00
12391.0,2286.93,6,8.0,920.0,153.33333333333334,381.155,2.4857934782608693,2010-09-01 12:38:00
12392.0,234.75000000000003,1,0.0,73.0,73.0,234.75000000000003,3.2157534246575348,2010-04-27 14:04:00
12393.0,794.1499999999999,3,6.0,495.0,165.0,264.71666666666664,1.604343434343434,2010-11-22 16:10:00
12395.0,2048.6400000000003,4,0.0,1615.0,403.75,512.1600000000001,1.2685077399380806,2010-12-03 16:35:00
12396.0,931.43,1,0.0,591.0,591.0,931.43,1.5760236886632826,2010-02-03 13:22:00
12399.0,853.6500000000001,3,0.0,1020.0,340.0,284.55,0.8369117647058825,2010-11-19 08:53:00
12400.0,205.25,1,0.0,91.0,91.0,205.25,2.2554945054945055,2010-10-21 13:45:00
12402.0,1018.55,6,1.0,490.0,81.66666666666667,169.75833333333333,2.078673469387755,2010-11-12 09:50:00
12403.0,591.6600000000001,1,0.0,164.0,164.0,591.6600000000001,3.607682926829269,2010-07-06 11:39:00
12404.0,63.24,1,0.0,1.0,1.0,63.24,63.24,2010-01-26 16:25:00
12406.0,2791.46,4,24.0,1598.0,399.5,697.865,1.7468460575719649,2010-11-16 11:55:00
12408.0,1437.07,5,33.0,820.0,164.0,287.414,1.7525243902439023,2010-11-25 14:23:00
12409.0,12033.539999999999,6,108.0,7592.0,1265.3333333333333,2005.59,1.5850289778714435,2010-10-15 10:24:00
12410.0,320.38,1,0.0,130.0,130.0,320.38,2.4644615384615385,2010-07-25 13:26:00
12411.0,346.9,1,0.0,138.0,138.0,346.9,2.5137681159420286,2010-10-26 09:25:00
12412.0,1354.1499999999999,5,6.0,1168.0,233.6,270.83,1.1593749999999998,2010-11-02 17:02:00
12413.0,241.35,1,0.0,33.0,33.0,241.35,7.3136363636363635,2010-11-02 13:26:00
12414.0,130.0,5,194.0,195.0,39.0,26.0,0.6666666666666666,2010-09-02 13:53:00
12415.0,19543.84,7,0.0,14073.0,2010.4285714285713,2791.977142857143,1.3887472465003907,2010-11-29 15:07:00
12416.0,202.56,1,0.0,132.0,132.0,202.56,1.5345454545454547,2010-02-21 10:19:00
12417.0,3129.41,15,11.0,1348.0,89.86666666666666,208.62733333333333,2.321520771513353,2010-11-03 13:15:00
12418.0,1348.3700000000001,4,1.0,681.0,170.25,337.09250000000003,1.979985315712188,2010-10-22 10:29:00
12419.0,503.01,2,0.0,231.0,115.5,251.505,2.1775324675324677,2010-11-19 10:04:00
12421.0,286.56,3,4.0,168.0,56.0,95.52,1.7057142857142857,2010-10-20 14:28:00
12422.0,3315.79,18,5.0,2226.0,123.66666666666667,184.21055555555554,1.4895732255166216,2010-11-10 13:19:00
12423.0,763.08,2,0.0,454.0,227.0,381.54,1.6807929515418503,2010-11-17 11:33:00
12424.0,1528.82,5,10.0,1285.0,257.0,305.764,1.1897431906614786,2010-10-13 10:29:00
12425.0,903.61,2,44.0,651.0,325.5,451.805,1.3880337941628265,2010-10-05 14:50:00
12426.0,728.6800000000001,2,7.0,326.0,163.0,364.34000000000003,2.2352147239263807,2010-03-03 11:22:00
12427.0,303.5,1,0.0,79.0,79.0,303.5,3.8417721518987342,2010-12-03 10:44:00
12429.0,3685.11,6,120.0,1787.0,297.8333333333333,614.1850000000001,2.06217683268047,2010-12-09 12:05:00
12431.0,4303.02,16,18.0,1811.0,113.1875,268.93875,2.376046383213694,2010-12-01 10:03:00
12433.0,7052.99,6,1.0,6045.0,1007.5,1175.4983333333332,1.1667477253928866,2010-12-08 16:49:00
12434.0,297.29,1,0.0,138.0,138.0,297.29,2.154275362318841,2010-11-23 13:38:00
12435.0,6096.04,4,0.0,2903.0,725.75,1524.01,2.0999104374784707,2010-11-08 10:07:00
12437.0,7498.19,28,65.0,5078.0,181.35714285714286,267.79249999999996,1.4766029933044504,2010-11-11 19:12:00
12439.0,1104.48,3,30.0,484.0,161.33333333333334,368.16,2.2819834710743803,2010-01-26 12:11:00
12440.0,768.15,3,23.0,331.0,110.33333333333333,256.05,2.3206948640483382,2010-09-08 15:57:00
12441.0,173.55,1,0.0,121.0,121.0,173.55,1.434297520661157,2010-12-08 10:45:00
12443.0,485.31,1,0.0,182.0,182.0,485.31,2.6665384615384617,2009-12-07 15:42:00
12445.0,293.08000000000004,2,2.0,144.0,72.0,146.54000000000002,2.035277777777778,2010-11-04 18:11:00
12449.0,768.6,2,0.0,729.0,364.5,384.3,1.054320987654321,2010-10-25 12:21:00
12450.0,469.07,5,7.0,314.0,62.8,93.814,1.4938535031847133,2010-11-05 16:27:00
12451.0,3613.0099999999998,4,13.0,2784.0,696.0,903.2524999999999,1.29777658045977,2010-09-02 15:38:00
12454.0,4292.71,7,4465.0,6697.0,956.7142857142857,613.2442857142858,0.6409899955203823,2010-11-09 10:09:00
12455.0,3413.09,4,0.0,1213.0,303.25,853.2725,2.8137592745259687,2010-09-20 14:39:00
12457.0,554.53,2,8.0,251.0,125.5,277.265,2.2092828685258965,2010-10-18 13:52:00
12458.0,830.09,2,0.0,480.0,240.0,415.045,1.7293541666666667,2010-10-08 11:36:00
12459.0,454.36,1,0.0,258.0,258.0,454.36,1.7610852713178295,2010-04-13 14:53:00
12460.0,326.65,1,0.0,170.0,170.0,326.65,1.921470588235294,2010-09-09 13:51:00
12466.0,56.73,1,0.0,1.0,1.0,56.73,56.73,2010-01-26 16:26:00
12467.0,0.0,2,129.0,129.0,64.5,0.0,0.0,2010-11-18 15:53:00
12468.0,2900.5099999999998,7,15.0,1835.0,262.14285714285717,414.3585714285714,1.580659400544959,2010-10-05 19:05:00
12469.0,3070.54,2,0.0,2552.0,1276.0,1535.27,1.2031896551724137,2010-07-05 12:40:00
12470.0,211.95,1,0.0,95.0,95.0,211.95,2.2310526315789474,2010-01-19 11:01:00
12471.0,19207.69,81,186.0,8679.0,107.14814814814815,237.13197530864196,2.213122479548335,2010-12-02 10:37:00
12472.0,10727.21,26,312.0,7202.0,277.0,412.585,1.4894765342960288,2010-12-05 14:19:00
12474.0,4849.98,25,74.0,3107.0,124.28,193.99919999999997,1.5609848728677178,2010-12-06 12:00:00
12475.0,426.26,1,0.0,236.0,236.0,426.26,1.806186440677966,2010-10-26 08:49:00
12476.0,7169.04,18,25.0,3237.0,179.83333333333334,398.28,2.2147173308619093,2010-11-30 11:49:00
12477.0,7056.63,3,0.0,2466.0,822.0,2352.21,2.8615693430656934,2010-11-05 09:35:00
12480.0,2153.4700000000003,4,5.0,1245.0,311.25,538.3675000000001,1.729694779116466,2010-11-05 15:08:00
12481.0,6626.17,8,124.0,3949.0,493.625,828.27125,1.6779361863762978,2010-12-09 10:13:00
12482.0,21893.53,32,3.0,27042.0,845.0625,684.1728125,0.8096120849049626,2010-09-16 12:20:00
12483.0,2519.7400000000002,14,14.0,1062.0,75.85714285714286,179.98142857142858,2.3726365348399248,2010-11-26 12:35:00
12484.0,1808.58,8,5.0,1080.0,135.0,226.0725,1.674611111111111,2010-08-19 12:08:00
12485.0,708.1,1,0.0,414.0,414.0,708.1,1.7103864734299516,2010-06-28 15:22:00
12486.0,1037.28,1,0.0,523.0,523.0,1037.28,1.9833269598470362,2010-10-04 12:14:00
12487.0,259.79999999999995,2,30.0,174.0,87.0,129.89999999999998,1.4931034482758618,2009-12-09 11:36:00
12490.0,4400.71,12,4.0,2842.0,236.83333333333334,366.72583333333336,1.5484553131597467,2010-11-26 14:16:00
12492.0,452.0,1,0.0,252.0,252.0,452.0,1.7936507936507937,2010-11-01 14:58:00
12494.0,604.1700000000001,5,10.0,281.0,56.2,120.83400000000002,2.1500711743772243,2010-12-09 11:31:00
12495.0,323.4,2,4.0,130.0,65.0,161.7,2.4876923076923076,2010-03-15 10:20:00
12496.0,54.09,2,0.0,33.0,16.5,27.045,1.6390909090909092,2010-03-29 14:06:00
12497.0,5168.650000000001,3,1.0,4449.0,1483.0,1722.8833333333334,1.1617554506630705,2010-11-04 12:31:00
12499.0,393.72,1,0.0,302.0,302.0,393.72,1.3037086092715233,2010-05-28 15:12:00
12500.0,1666.04,12,10.0,699.0,58.25,138.83666666666667,2.38346208869814,2010-09-30 18:45:00
12503.0,1126.0,1,0.0,561.0,561.0,1126.0,2.0071301247771838,2010-05-04 13:59:00
12504.0,297.0,2,0.0,368.0,184.0,148.5,0.8070652173913043,2010-10-18 15:09:00
12505.0,912.5,2,10.0,324.0,162.0,456.25,2.816358024691358,2010-11-11 17:54:00
12507.0,539.25,1,0.0,362.0,362.0,539.25,1.4896408839779005,2010-05-04 09:23:00
12510.0,2706.76,14,31.0,1696.0,121.14285714285714,193.34,1.5959669811320756,2010-09-06 14:27:00
12511.0,3065.77,2,5.0,1753.0,876.5,1532.885,1.7488705077010838,2010-10-21 10:58:00
12514.0,580.08,1,0.0,400.0,400.0,580.08,1.4502000000000002,2010-03-08 12:18:00
12516.0,1336.56,2,0.0,1077.0,538.5,668.28,1.2410027855153203,2010-10-05 09:43:00
12519.0,354.34999999999997,2,7.0,212.0,106.0,177.17499999999998,1.6714622641509433,2010-09-01 14:40:00
12523.0,2475.28,17,23.0,1410.0,82.94117647058823,145.60470588235296,1.755517730496454,2010-11-30 12:31:00
12524.0,6605.64,10,5.0,3479.0,347.9,660.5640000000001,1.8987180224202358,2010-11-16 09:08:00
12525.0,835.1800000000001,8,22.0,509.0,63.625,104.39750000000001,1.6408251473477409,2010-08-05 18:09:00
12527.0,386.8,2,0.0,292.0,146.0,193.4,1.3246575342465754,2010-08-02 12:23:00
12529.0,311.78000000000003,2,2.0,192.0,96.0,155.89000000000001,1.6238541666666668,2010-07-05 09:35:00
12530.0,2066.23,7,2.0,1800.0,257.14285714285717,295.17571428571426,1.1479055555555555,2010-10-26 18:35:00
12531.0,1773.83,2,15.0,1074.0,537.0,886.915,1.6516108007448789,2010-01-28 10:43:00
12533.0,1149.99,6,136.0,704.0,117.33333333333333,191.665,1.6335085227272728,2010-03-31 10:24:00
12537.0,732.94,1,0.0,449.0,449.0,732.94,1.6323830734966593,2010-10-27 08:36:00
12538.0,276.5,1,0.0,145.0,145.0,276.5,1.9068965517241379,2010-11-26 13:02:00
12539.0,5646.4,3,0.0,2468.0,822.6666666666666,1882.1333333333332,2.2878444084278766,2010-09-15 09:50:00
12540.0,8798.25,17,2.0,4334.0,254.94117647058823,517.5441176470588,2.0300530687586527,2010-11-26 10:43:00
12542.0,423.38,4,8.0,522.0,130.5,105.845,0.8110727969348659,2010-08-12 19:12:00
12543.0,980.25,1,0.0,688.0,688.0,980.25,1.424781976744186,2010-09-17 15:51:00
12547.0,175.78,1,0.0,175.0,175.0,175.78,1.004457142857143,2010-07-27 13:55:00
12549.0,1575.68,6,0.0,1366.0,227.66666666666666,262.61333333333334,1.1534992679355784,2010-05-13 12:05:00
12553.0,896.57,3,2.0,360.0,120.0,298.8566666666667,2.4904722222222224,2010-11-19 12:18:00
12554.0,468.5,1,0.0,240.0,240.0,468.5,1.9520833333333334,2010-09-17 12:29:00
12555.0,129.23,1,0.0,1.0,1.0,129.23,129.23,2010-01-26 16:26:00
12557.0,6725.18,4,0.0,2398.0,599.5,1681.295,2.804495412844037,2010-12-03 12:20:00
12562.0,1185.1799999999998,2,0.0,548.0,274.0,592.5899999999999,2.162737226277372,2010-11-19 09:35:00
12563.0,249.24,1,0.0,113.0,113.0,249.24,2.2056637168141595,2010-10-27 09:52:00
12567.0,4278.88,8,6.0,1781.0,222.625,534.86,2.402515440763616,2010-12-07 10:36:00
12568.0,70.0,1,0.0,48.0,48.0,70.0,1.4583333333333333,2010-03-05 09:15:00
12570.0,77.52,1,0.0,1.0,1.0,77.52,77.52,2010-01-26 17:28:00
12573.0,556.87,4,0.0,395.0,98.75,139.2175,1.4097974683544303,2010-11-23 13:01:00
12575.0,622.8199999999999,2,0.0,315.0,157.5,311.40999999999997,1.977206349206349,2010-09-08 13:09:00
12576.0,776.89,6,12.0,527.0,87.83333333333333,129.48166666666665,1.4741745730550284,2010-11-12 12:44:00
12577.0,995.95,5,0.0,725.0,145.0,199.19,1.3737241379310345,2010-11-23 14:06:00
12578.0,1819.0900000000001,3,21.0,1184.0,394.6666666666667,606.3633333333333,1.5363935810810811,2010-11-19 17:21:00
12580.0,637.2,1,0.0,331.0,331.0,637.2,1.9250755287009065,2010-05-12 11:45:00
12582.0,1469.04,2,0.0,685.0,342.5,734.52,2.1445839416058394,2010-10-13 10:52:00
12583.0,7157.5599999999995,14,1.0,3924.0,280.2857142857143,511.2542857142857,1.8240468909276248,2010-12-01 08:45:00
12586.0,1848.73,4,2.0,608.0,152.0,462.1825,3.0406743421052633,2010-12-06 09:31:00
12588.0,724.08,4,4.0,385.0,96.25,181.02,1.8807272727272728,2010-11-05 12:53:00
12589.0,2447.49,9,395.0,1458.0,162.0,271.9433333333333,1.678662551440329,2010-10-21 18:41:00
12591.0,899.3,2,0.0,449.0,224.5,449.65,2.002895322939866,2010-11-14 14:32:00
12592.0,715.02,6,3.0,1585.0,264.1666666666667,119.17,0.4511167192429022,2010-07-08 14:26:00
12594.0,1724.2900000000002,6,24.0,991.0,165.16666666666666,287.3816666666667,1.7399495459132193,2010-11-26 12:17:00
12595.0,299.02,1,0.0,271.0,271.0,299.02,1.1033948339483395,2010-07-23 09:10:00
12598.0,1411.99,6,42.0,942.0,157.0,235.33166666666668,1.498927813163482,2010-09-30 12:36:00
12599.0,1264.14,6,0.0,1233.0,205.5,210.69000000000003,1.0252554744525548,2010-11-23 15:49:00
12600.0,2374.75,16,8.0,640.0,40.0,148.421875,3.710546875,2010-12-03 12:57:00
12601.0,104.19999999999999,1,0.0,45.0,45.0,104.19999999999999,2.315555555555555,2010-10-31 10:57:00
12605.0,1225.45,5,4.0,929.0,185.8,245.09,1.3191065662002153,2010-12-09 15:41:00
12606.0,21.0,1,0.0,1.0,1.0,21.0,21.0,2010-01-26 16:23:00
12608.0,415.79,1,0.0,323.0,323.0,415.79,1.2872755417956656,2010-10-31 10:49:00
12609.0,2291.01,7,1.0,905.0,129.28571428571428,327.2871428571429,2.5315027624309394,2010-11-30 14:48:00
12613.0,3372.54,7,72.0,2519.0,359.85714285714283,481.7914285714286,1.3388408098451767,2010-11-16 17:17:00
12615.0,3273.69,7,22.0,1941.0,277.2857142857143,467.67,1.6865996908809893,2010-10-22 09:45:00
12616.0,388.1,2,6.0,214.0,107.0,194.05,1.813551401869159,2010-11-22 12:13:00
12619.0,140.14,1,0.0,140.0,140.0,140.14,1.001,2010-05-28 12:52:00
12621.0,10967.24,22,22.0,6493.0,295.1363636363636,498.5109090909091,1.6890867087632835,2010-12-09 10:16:00
12623.0,3334.74,8,6.0,1781.0,222.625,416.8425,1.8723975294778212,2010-10-19 09:35:00
12625.0,2481.06,2,0.0,1697.0,848.5,1240.53,1.4620271066588095,2010-07-18 15:56:00
12629.0,1558.22,2,0.0,722.0,361.0,779.11,2.1581994459833798,2010-11-19 09:18:00
12631.0,2811.77,7,14.0,1371.0,195.85714285714286,401.68142857142857,2.0508898614150257,2010-10-04 14:07:00
12632.0,738.88,4,26.0,694.0,173.5,184.72,1.0646685878962536,2010-07-07 09:39:00
12633.0,3454.58,5,18.0,2076.0,415.2,690.9159999999999,1.6640558766859344,2010-11-22 13:09:00
12634.0,490.0,2,0.0,337.0,168.5,245.0,1.454005934718101,2010-06-22 10:05:00
12635.0,1241.23,2,0.0,777.0,388.5,620.615,1.5974646074646075,2010-11-12 15:46:00
12636.0,141.0,1,0.0,1.0,1.0,141.0,141.0,2009-12-01 09:55:00
12637.0,2318.41,4,0.0,1282.0,320.5,579.6025,1.8084321372854912,2010-11-26 13:50:00
12638.0,249.8,1,0.0,86.0,86.0,249.8,2.9046511627906977,2010-03-10 10:30:00
12639.0,826.27,2,0.0,430.0,215.0,413.135,1.9215581395348837,2010-10-01 12:17:00
12643.0,4536.26,8,308.0,2977.0,372.125,567.0325,1.523768894860598,2010-11-19 12:42:00
12644.0,1337.63,5,31.0,707.0,141.4,267.526,1.891980198019802,2010-10-05 10:23:00
12645.0,1743.72,6,24.0,1041.0,173.5,290.62,1.6750432276657061,2010-10-26 18:44:00
12647.0,14012.87,35,62.0,5455.0,155.85714285714286,400.3677142857143,2.5688120989917507,2010-12-07 12:28:00
12648.0,778.95,4,4.0,358.0,89.5,194.7375,2.1758379888268156,2010-10-01 12:33:00
12649.0,1634.99,7,17.0,1373.0,196.14285714285714,233.57,1.19081573197378,2010-12-09 14:42:00
12651.0,251.3,4,3.0,187.0,46.75,62.825,1.3438502673796793,2010-11-26 11:58:00
12652.0,97.05000000000001,1,0.0,31.0,31.0,97.05000000000001,3.1306451612903228,2010-10-01 15:16:00
12653.0,1950.98,1,0.0,762.0,762.0,1950.98,2.560341207349081,2010-07-01 09:56:00
12655.0,261.35,1,0.0,80.0,80.0,261.35,3.266875,2010-10-12 09:17:00
12656.0,2338.06,4,4.0,1137.0,284.25,584.515,2.0563412489006154,2010-10-10 10:43:00
12661.0,162.0,1,0.0,216.0,216.0,162.0,0.75,2010-09-29 16:46:00
12662.0,3132.09,11,3.0,1523.0,138.45454545454547,284.73545454545456,2.056526592252134,2010-12-01 13:04:00
12663.0,204.0,3,12.0,181.0,60.333333333333336,68.0,1.12707182320442,2010-03-25 09:40:00
12664.0,1188.16,2,0.0,292.0,146.0,594.08,4.0690410958904115,2010-07-13 13:28:00
12665.0,239.70000000000002,3,7.0,128.0,42.666666666666664,79.9,1.8726562500000001,2010-10-18 11:34:00
12666.0,1248.42,1,0.0,370.0,370.0,1248.42,3.3741081081081084,2010-11-10 16:40:00
12668.0,7637.53,7,0.0,3442.0,491.7142857142857,1091.0757142857142,2.2189221382916906,2010-11-26 11:48:00
12670.0,764.24,2,0.0,230.0,115.0,382.12,3.3227826086956522,2010-11-19 10:05:00
12671.0,2622.481,1,0.0,1460.0,1460.0,2622.481,1.7962198630136987,2010-04-12 16:30:00
12672.0,184.6,2,7.0,60.0,30.0,92.3,3.0766666666666667,2010-04-29 15:31:00
12673.0,619.5,1,0.0,349.0,349.0,619.5,1.7750716332378222,2010-11-03 10:46:00
12675.0,934.8,4,2.0,337.0,84.25,233.7,2.773887240356083,2010-06-04 09:49:00
12676.0,1441.6999999999998,6,2.0,1197.0,199.5,240.2833333333333,1.2044277360066833,2010-10-27 09:36:00
12677.0,389.3,3,2.0,176.0,58.666666666666664,129.76666666666668,2.211931818181818,2010-06-02 14:30:00
12678.0,16262.87,10,115.0,11449.0,1144.9,1626.287,1.4204620490872566,2010-11-29 09:55:00
12681.0,16874.17,30,78.0,10060.0,335.3333333333333,562.4723333333333,1.6773528827037771,2010-12-07 10:08:00
12682.0,11657.59,24,9.0,5443.0,226.79166666666666,485.73291666666665,2.141758221568988,2010-12-09 14:49:00
12683.0,4197.51,9,2.0,2696.0,299.55555555555554,466.39000000000004,1.5569399109792286,2010-12-09 12:17:00
12686.0,89.14,1,0.0,107.0,107.0,89.14,0.8330841121495327,2010-12-03 09:51:00
12687.0,2138.91,2,0.0,1403.0,701.5,1069.455,1.5245260156806841,2010-08-16 12:12:00
12691.0,134.6,1,0.0,51.0,51.0,134.6,2.6392156862745098,2010-10-15 12:00:00
12692.0,110.95,1,0.0,36.0,36.0,110.95,3.0819444444444444,2010-03-12 14:02:00
12693.0,809.46,5,7.0,281.0,56.2,161.892,2.880640569395018,2010-11-08 14:57:00
12694.0,969.78,2,2.0,846.0,423.0,484.89,1.1463120567375886,2010-10-20 15:45:00
12695.0,825.02,3,0.0,234.0,78.0,275.00666666666666,3.5257264957264955,2010-06-29 16:12:00
12696.0,801.15,3,1.0,564.0,188.0,267.05,1.4204787234042553,2010-10-01 10:43:00
12698.0,339.75,1,0.0,111.0,111.0,339.75,3.060810810810811,2010-04-28 15:51:00
12699.0,638.11,1,0.0,373.0,373.0,638.11,1.710750670241287,2010-10-18 12:07:00
12701.0,1648.7,4,0.0,1049.0,262.25,412.175,1.5716873212583413,2010-06-28 13:44:00
12703.0,617.48,5,53.0,431.0,86.2,123.49600000000001,1.4326682134570765,2010-03-16 13:22:00
12705.0,4739.76,8,56.0,3191.0,398.875,592.47,1.485352554058289,2010-11-30 14:39:00
12708.0,2501.84,15,18.0,1214.0,80.93333333333334,166.78933333333333,2.060823723228995,2010-12-06 10:43:00
12709.0,21018.51,30,103.0,10047.0,334.9,700.617,2.0920185129889517,2010-12-08 09:49:00
12711.0,1339.05,2,0.0,770.0,385.0,669.525,1.739025974025974,2010-04-07 11:59:00
12712.0,2738.0299999999997,14,30.0,1287.0,91.92857142857143,195.5735714285714,2.127451437451437,2010-12-09 11:39:00
12714.0,9384.85,7,0.0,5705.0,815.0,1340.6928571428573,1.6450219106047328,2010-11-16 18:10:00
12717.0,277.93,1,0.0,94.0,94.0,277.93,2.9567021276595744,2010-04-28 14:34:00
12720.0,2334.6,13,59.0,1645.0,126.53846153846153,179.58461538461538,1.4192097264437689,2010-12-05 15:21:00
12721.0,1277.6999999999998,4,19.0,696.0,174.0,319.42499999999995,1.8357758620689653,2010-12-09 10:14:00
12724.0,1286.11,3,0.0,934.0,311.3333333333333,428.7033333333333,1.3769914346895074,2010-11-21 13:26:00
12725.0,2266.7599999999998,4,0.0,1142.0,285.5,566.6899999999999,1.9849036777583184,2010-12-03 15:45:00
12726.0,1405.5,4,0.0,1475.0,368.75,351.375,0.9528813559322034,2010-11-17 16:59:00
12727.0,1698.8300000000002,3,0.0,734.0,244.66666666666666,566.2766666666668,2.314482288828338,2010-09-23 10:45:00
12728.0,233.84,1,0.0,124.0,124.0,233.84,1.8858064516129032,2010-11-21 11:34:00
12730.0,829.25,1,0.0,234.0,234.0,829.25,3.5438034188034186,2010-07-06 12:19:00
12731.0,6879.8,5,0.0,3204.0,640.8,1375.96,2.1472534332084896,2010-09-23 15:12:00
12733.0,1942.87,5,11.0,759.0,151.8,388.57399999999996,2.559776021080369,2010-11-15 13:56:00
12734.0,529.25,2,0.0,177.0,88.5,264.625,2.9901129943502824,2010-11-30 11:05:00
12737.0,3710.5,2,0.0,2.0,1.0,1855.25,1855.25,2010-07-29 12:29:00
12738.0,155.35,1,0.0,148.0,148.0,155.35,1.049662162162162,2010-12-02 18:27:00
12739.0,1713.69,2,0.0,465.0,232.5,856.845,3.6853548387096775,2010-11-19 09:42:00
12741.0,406.07,2,0.0,214.0,107.0,203.035,1.8975233644859812,2010-06-28 14:36:00
12742.0,1185.02,2,10.0,1359.0,679.5,592.51,0.8719793966151582,2010-04-19 11:10:00
12744.0,4037.77,4,0.0,1753.0,438.25,1009.4425,2.3033485453508273,2010-09-06 10:24:00
12745.0,925.41,3,0.0,468.0,156.0,308.46999999999997,1.9773717948717948,2010-08-10 10:14:00
12746.0,230.85000000000002,3,6.0,97.0,32.333333333333336,76.95,2.3798969072164953,2010-06-30 08:19:00
12747.0,4968.58,22,25.0,1483.0,67.4090909090909,225.84454545454545,3.350357383681726,2010-12-05 15:38:00
12748.0,20898.03,159,500.0,13362.0,84.0377358490566,131.43415094339622,1.5639896722047597,2010-12-09 13:22:00
12749.0,2460.29,8,40.0,889.0,111.125,307.53625,2.76748031496063,2010-11-19 14:31:00
12751.0,268.27,1,0.0,189.0,189.0,268.27,1.4194179894179892,2010-09-21 12:49:00
12755.0,4203.15,19,635.0,2290.0,120.52631578947368,221.21842105263156,1.8354366812227072,2010-12-09 10:44:00
12758.0,6987.41,6,64.0,4020.0,670.0,1164.5683333333334,1.7381616915422886,2010-09-06 13:02:00
12759.0,3489.3,5,0.0,2300.0,460.0,697.86,1.5170869565217393,2010-11-18 19:14:00
12760.0,347.8,1,0.0,198.0,198.0,347.8,1.7565656565656567,2010-09-10 08:50:00
12761.0,782.95,2,0.0,281.0,140.5,391.475,2.7862989323843417,2010-09-08 12:17:00
12763.0,320.08,1,0.0,196.0,196.0,320.08,1.6330612244897957,2010-12-05 15:46:00
12765.0,1404.58,6,0.0,1009.0,168.16666666666666,234.09666666666666,1.3920515361744301,2010-08-24 13:51:00
12766.0,3036.8,5,19.0,1800.0,360.0,607.36,1.6871111111111112,2010-12-08 13:53:00
12767.0,949.82,1,0.0,598.0,598.0,949.82,1.5883277591973246,2010-11-29 09:38:00
12768.0,0.0,2,102.0,102.0,51.0,0.0,0.0,2010-10-04 12:48:00
12770.0,1624.5,6,72.0,1100.0,183.33333333333334,270.75,1.4768181818181818,2010-11-05 09:37:00
